Character_ID,Display_Name,Alias_Nickname,Tier,Canonicity,Gender,Era,Faction,Voice_Tone,Emoji_Level,Verbosity,Posting_Frequency,Bio_About,Work_Title,Current_City,Hometown,Relationship_Status,Spouse_ID,Family_Links,Birth_AM,Death_AM,Active_From_AM,Active_To_AM,First_Mention_Ref,Portrait_Tier,Profile_Pic_Ref,Cover_Photo_Ref,Personality
CHAR_985,Maziah the Brickmaker,,NPC,Fictional,Male,Patriarchs,House of Abraham,Ordinary,0,Terse,Rare,"Brickmaker in Shechem. A good season for the herds, thank the heavens.",Brickmaker,Shechem,,Married,,,,,,,(ambient),Archetype,maziah_the_brickmaker_pic.png,ancient_cover.png,Ordinary
CHAR_986,Salem the Fowler,,NPC,Fictional,Male,Patriarchs,Canaanites,Ordinary,0,Terse,Rare,"Fowler in Beersheba. Wells and grazing rights, the eternal quarrels out here.",Fowler,Beersheba,,Single,,,,,,,(ambient),Archetype,salem_the_fowler_pic.png,ancient_cover.png,Ordinary
CHAR_987,Hanok,,NPC,Fictional,Male,Patriarchs,Canaanites,Ordinary,0,Terse,Rare,"Jar-maker in Hebron. Tents, flocks, and the long dusty roads.",Jar-maker,Hebron,,Single,,,,,,,(ambient),Archetype,hanok_pic.png,ancient_cover.png,Ordinary
CHAR_988,Yiron of Hebron,,NPC,Fictional,Male,Patriarchs,Gerar,Ordinary,0,Terse,Rare,I keep to my ferryman's trade near Hebron. Caravans pass through with news from distant lands.,Ferryman,Hebron,,Single,,,,,,,(ambient),Archetype,yiron_of_hebron_pic.png,ancient_cover.png,Ordinary
CHAR_989,Hesran of Hebron,,NPC,Fictional,Male,Patriarchs,Egypt,Ordinary,0,Terse,Rare,"Weaver in Hebron. Wells and grazing rights, the eternal quarrels out here.",Weaver,Hebron,,Married,,,,,,,(ambient),Archetype,hesran_of_hebron_pic.png,nile_cover.png,Ordinary
CHAR_990,Yola of Gerar,,NPC,Fictional,Female,Patriarchs,House of Nahor,Ordinary,0,Terse,Rare,"I keep to my midwife's trade near Gerar. Tents, flocks, and the long dusty roads.",Midwife,Gerar,,Widowed,,,,,,,(ambient),Archetype,yola_of_gerar_pic.png,ancient_cover.png,Ordinary
CHAR_991,Resed the Scribe,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,Scribe in Pithom. The quotas keep rising and the straw keeps shrinking.,Scribe,Pithom,,Married,,,,,,,(ambient),Archetype,resed_the_scribe_pic.png,samaria_cover.png,Ordinary
CHAR_992,Tamah of Rameses,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,Potter in Rameses. The quotas keep rising and the straw keeps shrinking.,Potter,Rameses,,Single,,,,,,,(ambient),Archetype,tamah_of_rameses_pic.png,samaria_cover.png,Ordinary
CHAR_993,Maaz of Rameses,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,"Reaper in Rameses. Bricks from dawn to dusk, then bricks again.",Reaper,Rameses,,Widowed,,,,,,,(ambient),Archetype,maaz_of_rameses_pic.png,nile_cover.png,Ordinary
CHAR_994,Atara of Rameses,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,I keep to my milkmaid's trade near Rameses. Something is stirring. The whole land feels it.,Milkmaid,Rameses,,Widowed,,,,,,,(ambient),Archetype,atara_of_rameses_pic.png,nile_cover.png,Ordinary
CHAR_995,Avira the Midwife,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,Midwife in the Nile delta. They say our God has finally remembered us.,Midwife,the Nile delta,,Married,,,,,,,(ambient),Archetype,avira_the_midwife_pic.png,nile_cover.png,Ordinary
CHAR_996,Tobel the Tanner,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,Tanner in Pithom. The quotas keep rising and the straw keeps shrinking.,Tanner,Pithom,,Widowed,,,,,,,(ambient),Archetype,tobel_the_tanner_pic.png,nile_cover.png,Ordinary
CHAR_997,Atara of Pithom,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,Washerwoman in Pithom. The quotas keep rising and the straw keeps shrinking.,Washerwoman,Pithom,,Married,,,,,,,(ambient),Archetype,atara_of_pithom_pic.png,nile_cover.png,Ordinary
CHAR_998,Atara the Keeper,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,Keeper of bees in Rameses. Strange plagues are falling on Egypt of late.,Keeper of bees,Rameses,,Married,,,,,,,(ambient),Archetype,atara_the_keeper_pic.png,samaria_cover.png,Ordinary
CHAR_999,Belan of Pithom,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,"Potter in Pithom. Bricks from dawn to dusk, then bricks again.",Potter,Pithom,,Married,,,,,,,(ambient),Archetype,belan_of_pithom_pic.png,samaria_cover.png,Ordinary
CHAR_1000,Talya of Rameses,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,A water-drawer of Rameses. They say our God has finally remembered us.,Water-drawer,Rameses,,Widowed,,,,,,,(ambient),Archetype,talya_of_rameses_pic.png,samaria_cover.png,Ordinary
CHAR_1001,Devra the Keeper,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,A keeper of bees of Pithom. The quotas keep rising and the straw keeps shrinking.,Keeper of bees,Pithom,,Married,,,,,,,(ambient),Archetype,devra_the_keeper_pic.png,samaria_cover.png,Ordinary
CHAR_1002,Doveh of Delta,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,I keep to my midwife's trade near the Nile delta. The quotas keep rising and the straw keeps shrinking.,Midwife,the Nile delta,,Married,,,,,,,(ambient),Archetype,doveh_of_delta_pic.png,samaria_cover.png,Ordinary
CHAR_1003,Shuli of Delta,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,Washerwoman in the Nile delta. Something is stirring. The whole land feels it.,Washerwoman,the Nile delta,,Married,,,,,,,(ambient),Archetype,shuli_of_delta_pic.png,nile_cover.png,Ordinary
CHAR_1004,Beruda of Goshen,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,Vinedresser in Goshen. They say our God has finally remembered us.,Vinedresser,Goshen,,Married,,,,,,,(ambient),Archetype,beruda_of_goshen_pic.png,samaria_cover.png,Ordinary
CHAR_1005,Kelan of Pithom,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,Stonecutter in Pithom. Something is stirring. The whole land feels it.,Stonecutter,Pithom,,Married,,,,,,,(ambient),Archetype,kelan_of_pithom_pic.png,samaria_cover.png,Ordinary
CHAR_1006,Devir of Pithom,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,A vinedresser of Pithom. Something is stirring. The whole land feels it.,Vinedresser,Pithom,,Married,,,,,,,(ambient),Archetype,devir_of_pithom_pic.png,samaria_cover.png,Ordinary
CHAR_1007,Marna the Spinner,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,A spinner of Rameses. Strange plagues are falling on Egypt of late.,Spinner,Rameses,,Married,,,,,,,(ambient),Archetype,marna_the_spinner_pic.png,samaria_cover.png,Ordinary
CHAR_1008,Avila of Rameses,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,A vinedresser of Rameses. The quotas keep rising and the straw keeps shrinking.,Vinedresser,Rameses,,Widowed,,,,,,,(ambient),Archetype,avila_of_rameses_pic.png,nile_cover.png,Ordinary
CHAR_1009,Maon the Potter,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,Potter in the Nile delta. They say our God has finally remembered us.,Potter,the Nile delta,,Married,,,,,,,(ambient),Archetype,maon_the_potter_pic.png,samaria_cover.png,Ordinary
CHAR_1010,Achlan,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,"A herdsman of Rameses. Bricks from dawn to dusk, then bricks again.",Herdsman,Rameses,,Widowed,,,,,,,(ambient),Archetype,achlan_pic.png,nile_cover.png,Ordinary
CHAR_1011,Olem,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,"A reaper of Goshen. Bricks from dawn to dusk, then bricks again.",Reaper,Goshen,,Married,,,,,,,(ambient),Archetype,olem_pic.png,nile_cover.png,Ordinary
CHAR_1012,Shira of Pithom,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,I keep to my spinner's trade near Pithom. They say our God has finally remembered us.,Spinner,Pithom,,Single,,,,,,,(ambient),Archetype,shira_of_pithom_pic.png,samaria_cover.png,Ordinary
CHAR_1013,Doreg of Goshen,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,A reaper of Goshen. Something is stirring. The whole land feels it.,Reaper,Goshen,,Widowed,,,,,,,(ambient),Archetype,doreg_of_goshen_pic.png,samaria_cover.png,Ordinary
CHAR_1014,Nila of Delta,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,I keep to my homemaker's trade near the Nile delta. The quotas keep rising and the straw keeps shrinking.,Homemaker,the Nile delta,,Single,,,,,,,(ambient),Archetype,nila_of_delta_pic.png,samaria_cover.png,Ordinary
CHAR_1015,Noya of Delta,,NPC,Fictional,Female,Exodus,Egypt,Ordinary,0,Terse,Rare,I keep to my spinner's trade near the Nile delta. The quotas keep rising and the straw keeps shrinking.,Spinner,the Nile delta,,Single,,,,,,,(ambient),Archetype,noya_of_delta_pic.png,nile_cover.png,Ordinary
CHAR_1016,Kemen of Rameses,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,I keep to my fisherman's trade near Rameses. The quotas keep rising and the straw keeps shrinking.,Fisherman,Rameses,,Widowed,,,,,,,(ambient),Archetype,kemen_of_rameses_pic.png,nile_cover.png,Ordinary
CHAR_1017,Ravni the Fisherman,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,A fisherman of Rameses. They say our God has finally remembered us.,Fisherman,Rameses,,Married,,,,,,,(ambient),Archetype,ravni_the_fisherman_pic.png,samaria_cover.png,Ordinary
CHAR_1018,Achman of Rameses,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,Hunter in Rameses. Something is stirring. The whole land feels it.,Hunter,Rameses,,Married,,,,,,,(ambient),Archetype,achman_of_rameses_pic.png,samaria_cover.png,Ordinary
CHAR_1019,Galel of Rameses,,NPC,Fictional,Male,Exodus,Egypt,Ordinary,0,Terse,Rare,Shepherd in Rameses. The quotas keep rising and the straw keeps shrinking.,Shepherd,Rameses,,Single,,,,,,,(ambient),Archetype,galel_of_rameses_pic.png,nile_cover.png,Ordinary
CHAR_1020,Lirat the Dyer,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,A dyer of the Nile delta. The quotas keep rising and the straw keeps shrinking.,Dyer,the Nile delta,,Married,,,,,,,(ambient),Archetype,lirat_the_dyer_pic.png,samaria_cover.png,Ordinary
CHAR_1021,Kelet of Delta,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,"Vinedresser in the Nile delta. Bricks from dawn to dusk, then bricks again.",Vinedresser,the Nile delta,,Single,,,,,,,(ambient),Archetype,kelet_of_delta_pic.png,samaria_cover.png,Ordinary
CHAR_1022,Resed of Pithom,,NPC,Fictional,Male,Exodus,Israelites,Ordinary,0,Terse,Rare,A weaver of Pithom. Strange plagues are falling on Egypt of late.,Weaver,Pithom,,Single,,,,,,,(ambient),Archetype,resed_of_pithom_pic.png,samaria_cover.png,Ordinary
CHAR_1023,Yaffa of Delta,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,"I keep to my basket-weaver's trade near the Nile delta. Bricks from dawn to dusk, then bricks again.",Basket-weaver,the Nile delta,,Married,,,,,,,(ambient),Archetype,yaffa_of_delta_pic.png,samaria_cover.png,Ordinary
CHAR_1024,Tzofia of Delta,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,Water-drawer in the Nile delta. Something is stirring. The whole land feels it.,Water-drawer,the Nile delta,,Married,,,,,,,(ambient),Archetype,tzofia_of_delta_pic.png,samaria_cover.png,Ordinary
CHAR_1025,Yannah the Herb-seller,,NPC,Fictional,Female,Exodus,Israelites,Ordinary,0,Terse,Rare,Herb-seller in Pithom. They say our God has finally remembered us.,Herb-seller,Pithom,,Married,,,,,,,(ambient),Archetype,yannah_the_herb_seller_pic.png,samaria_cover.png,Ordinary
CHAR_1026,Beruda of Wastes,,NPC,Fictional,Female,Wilderness,House of Levi,Ordinary,0,Terse,Rare,"I keep to my keeper of bees's trade near Sinai's wastes. Free, but oh, the desert is hard.",Keeper of bees,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,beruda_of_wastes_pic.png,ancient_cover.png,Ordinary
CHAR_1027,Bekah the Homemaker,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,"I keep to my homemaker's trade near the wilderness of Paran. Free, but oh, the desert is hard.",Homemaker,the wilderness of Paran,,Widowed,,,,,,,(ambient),Archetype,bekah_the_homemaker_pic.png,samaria_cover.png,Ordinary
CHAR_1028,Ashtara of Paran,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,"A milkmaid of the wilderness of Paran. Following the cloud, one day at a time.",Milkmaid,the wilderness of Paran,,Married,,,,,,,(ambient),Archetype,ashtara_of_paran_pic.png,samaria_cover.png,Ordinary
CHAR_1029,Tzofia the Milkmaid,,NPC,Fictional,Female,Wilderness,House of Levi,Ordinary,0,Terse,Rare,A milkmaid of the camp. The tabernacle stands shining in the middle of the camp.,Milkmaid,the camp,,Single,,,,,,,(ambient),Archetype,tzofia_the_milkmaid_pic.png,ancient_cover.png,Ordinary
CHAR_1030,Maon of Camp,,NPC,Fictional,Male,Wilderness,House of Levi,Ordinary,0,Terse,Rare,"Potter in the camp. Free, but oh, the desert is hard.",Potter,the camp,,Single,,,,,,,(ambient),Archetype,maon_of_camp_pic.png,ancient_cover.png,Ordinary
CHAR_1031,Penir of Camp,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"I keep to my merchant's trade near the camp. Following the cloud, one day at a time.",Merchant,the camp,,Married,,,,,,,(ambient),Archetype,penir_of_camp_pic.png,samaria_cover.png,Ordinary
CHAR_1032,Tovan the Potter,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,Potter in Kadesh. The tabernacle stands shining in the middle of the camp.,Potter,Kadesh,,Single,,,,,,,(ambient),Archetype,tovan_the_potter_pic.png,samaria_cover.png,Ordinary
CHAR_1033,Salem of Kadesh,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,Laborer in Kadesh. Manna again. Always manna.,Laborer,Kadesh,,Single,,,,,,,(ambient),Archetype,salem_of_kadesh_pic.png,samaria_cover.png,Ordinary
CHAR_1034,Yoram the Olive-presser,,NPC,Fictional,Male,Wilderness,House of Levi,Ordinary,0,Terse,Rare,A olive-presser of the camp. Forty years is a long time to wander.,Olive-presser,the camp,,Single,,,,,,,(ambient),Archetype,yoram_the_olive_presser_pic.png,ancient_cover.png,Ordinary
CHAR_1035,Gilon the Potter,,NPC,Fictional,Male,Wilderness,House of Levi,Ordinary,0,Terse,Rare,"Potter in the camp. Free, but oh, the desert is hard.",Potter,the camp,,Married,,,,,,,(ambient),Archetype,gilon_the_potter_pic.png,ancient_cover.png,Ordinary
CHAR_1036,Lirit of Kadesh,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,"Gleaner in Kadesh. Free, but oh, the desert is hard.",Gleaner,Kadesh,,Married,,,,,,,(ambient),Archetype,lirit_of_kadesh_pic.png,samaria_cover.png,Ordinary
CHAR_1037,Hesran the Scribe,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,I keep to my scribe's trade near Sinai's wastes. The tabernacle stands shining in the middle of the camp.,Scribe,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,hesran_the_scribe_pic.png,samaria_cover.png,Ordinary
CHAR_1038,Lemia the Herb-seller,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,I keep to my herb-seller's trade near Kadesh. Forty years is a long time to wander.,Herb-seller,Kadesh,,Single,,,,,,,(ambient),Archetype,lemia_the_herb_seller_pic.png,samaria_cover.png,Ordinary
CHAR_1039,Syra the Water-drawer,,NPC,Fictional,Female,Wilderness,House of Levi,Ordinary,0,Terse,Rare,I keep to my water-drawer's trade near Kadesh. Forty years is a long time to wander.,Water-drawer,Kadesh,,Married,,,,,,,(ambient),Archetype,syra_the_water_drawer_pic.png,ancient_cover.png,Ordinary
CHAR_1040,Bina the Spinner,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,A spinner of the wilderness of Paran. The tabernacle stands shining in the middle of the camp.,Spinner,the wilderness of Paran,,Single,,,,,,,(ambient),Archetype,bina_the_spinner_pic.png,samaria_cover.png,Ordinary
CHAR_1041,Mavor of Camp,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,A brickmaker of the camp. The tabernacle stands shining in the middle of the camp.,Brickmaker,the camp,,Single,,,,,,,(ambient),Archetype,mavor_of_camp_pic.png,samaria_cover.png,Ordinary
CHAR_1042,Nadel of Wastes,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"A ferryman of Sinai's wastes. Following the cloud, one day at a time.",Ferryman,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,nadel_of_wastes_pic.png,samaria_cover.png,Ordinary
CHAR_1043,Elnai of Kadesh,,NPC,Fictional,Male,Wilderness,House of Levi,Ordinary,0,Terse,Rare,"I keep to my smith's trade near Kadesh. Following the cloud, one day at a time.",Smith,Kadesh,,Married,,,,,,,(ambient),Archetype,elnai_of_kadesh_pic.png,ancient_cover.png,Ordinary
CHAR_1044,Hesran the Herdsman,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"I keep to my herdsman's trade near the wilderness of Paran. Following the cloud, one day at a time.",Herdsman,the wilderness of Paran,,Widowed,,,,,,,(ambient),Archetype,hesran_the_herdsman_pic.png,samaria_cover.png,Ordinary
CHAR_1045,Drusa the Vinedresser,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,"Vinedresser in Kadesh. Following the cloud, one day at a time.",Vinedresser,Kadesh,,Widowed,,,,,,,(ambient),Archetype,drusa_the_vinedresser_pic.png,samaria_cover.png,Ordinary
CHAR_1046,Pildan the Fowler,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"Fowler in Sinai's wastes. Free, but oh, the desert is hard.",Fowler,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,pildan_the_fowler_pic.png,samaria_cover.png,Ordinary
CHAR_1047,Eshek of Camp,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"I keep to my mason's trade near the camp. Following the cloud, one day at a time.",Mason,the camp,,Married,,,,,,,(ambient),Archetype,eshek_of_camp_pic.png,samaria_cover.png,Ordinary
CHAR_1048,Tavor of Kadesh,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,Weaver in Kadesh. Forty years is a long time to wander.,Weaver,Kadesh,,Single,,,,,,,(ambient),Archetype,tavor_of_kadesh_pic.png,samaria_cover.png,Ordinary
CHAR_1049,Hadara the Baker,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,A baker of Sinai's wastes. Manna again. Always manna.,Baker,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,hadara_the_baker_pic.png,samaria_cover.png,Ordinary
CHAR_1050,Lirit the Grinder,,NPC,Fictional,Female,Wilderness,House of Levi,Ordinary,0,Terse,Rare,A grinder of grain of Sinai's wastes. The tabernacle stands shining in the middle of the camp.,Grinder of grain,Sinai's wastes,,Married,,,,,,,(ambient),Archetype,lirit_the_grinder_pic.png,ancient_cover.png,Ordinary
CHAR_1051,Liba of Kadesh,,NPC,Fictional,Female,Wilderness,House of Levi,Ordinary,0,Terse,Rare,A spinner of Kadesh. Manna again. Always manna.,Spinner,Kadesh,,Married,,,,,,,(ambient),Archetype,liba_of_kadesh_pic.png,ancient_cover.png,Ordinary
CHAR_1052,Tirae the Homemaker,,NPC,Fictional,Female,Wilderness,Israelites,Ordinary,0,Terse,Rare,I keep to my homemaker's trade near the camp. The tabernacle stands shining in the middle of the camp.,Homemaker,the camp,,Married,,,,,,,(ambient),Archetype,tirae_the_homemaker_pic.png,samaria_cover.png,Ordinary
CHAR_1053,Hanel of Camp,,NPC,Fictional,Male,Wilderness,Israelites,Ordinary,0,Terse,Rare,"Camel-driver in the camp. Free, but oh, the desert is hard.",Camel-driver,the camp,,Married,,,,,,,(ambient),Archetype,hanel_of_camp_pic.png,samaria_cover.png,Ordinary
CHAR_1054,Hodesh the Weaver,,NPC,Fictional,Male,Conquest,Canaanites,Ordinary,0,Terse,Rare,I keep to my weaver's trade near Gilgal. We crossed the Jordan on dry ground. I was there.,Weaver,Gilgal,,Married,,,,,,,(ambient),Archetype,hodesh_the_weaver_pic.png,ancient_cover.png,Ordinary
CHAR_1055,Syra the Grinder,,NPC,Fictional,Female,Conquest,Israelites,Ordinary,0,Terse,Rare,Grinder of grain in Shechem. City after city falls before us.,Grinder of grain,Shechem,,Married,,,,,,,(ambient),Archetype,syra_the_grinder_pic.png,samaria_cover.png,Ordinary
CHAR_1056,Beruda the Water-drawer,,NPC,Fictional,Female,Conquest,Canaanites,Ordinary,0,Terse,Rare,"I keep to my water-drawer's trade near Shiloh. A land of milk and honey, and a great deal of fighting.",Water-drawer,Shiloh,,Married,,,,,,,(ambient),Archetype,beruda_the_water_drawer_pic.png,ancient_cover.png,Ordinary
CHAR_1057,Yiron the Stonecutter,,NPC,Fictional,Male,Conquest,Gibeonites,Ordinary,0,Terse,Rare,Stonecutter in Shiloh. Finally building a home after all the tents.,Stonecutter,Shiloh,,Married,,,,,,,(ambient),Archetype,yiron_the_stonecutter_pic.png,ancient_cover.png,Ordinary
CHAR_1058,Tzofia the Midwife,,NPC,Fictional,Female,Conquest,Israelites,Ordinary,0,Terse,Rare,I keep to my midwife's trade near Gilgal. City after city falls before us.,Midwife,Gilgal,,Widowed,,,,,,,(ambient),Archetype,tzofia_the_midwife_pic.png,samaria_cover.png,Ordinary
CHAR_1059,Hadara of Hills,,NPC,Fictional,Female,Conquest,Canaanites,Ordinary,0,Terse,Rare,"Gleaner in the Canaan hills. A land of milk and honey, and a great deal of fighting.",Gleaner,the Canaan hills,,Widowed,,,,,,,(ambient),Archetype,hadara_of_hills_pic.png,ancient_cover.png,Ordinary
CHAR_1060,Navor the Sower,,NPC,Fictional,Male,Conquest,Gibeonites,Ordinary,0,Terse,Rare,Sower in the Canaan hills. Finally building a home after all the tents.,Sower,the Canaan hills,,Single,,,,,,,(ambient),Archetype,navor_the_sower_pic.png,ancient_cover.png,Ordinary
CHAR_1061,Galel the Reaper,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,Reaper in Shechem. We crossed the Jordan on dry ground. I was there.,Reaper,Shechem,,Married,,,,,,,(ambient),Archetype,galel_the_reaper_pic.png,samaria_cover.png,Ordinary
CHAR_1062,Bekah of Shechem,,NPC,Fictional,Female,Conquest,Canaanites,Ordinary,0,Terse,Rare,Herb-seller in Shechem. We crossed the Jordan on dry ground. I was there.,Herb-seller,Shechem,,Single,,,,,,,(ambient),Archetype,bekah_of_shechem_pic.png,ancient_cover.png,Ordinary
CHAR_1063,Achina of Hills,,NPC,Fictional,Female,Conquest,Gibeonites,Ordinary,0,Terse,Rare,"I keep to my washerwoman's trade near the Canaan hills. A land of milk and honey, and a great deal of fighting.",Washerwoman,the Canaan hills,,Married,,,,,,,(ambient),Archetype,achina_of_hills_pic.png,ancient_cover.png,Ordinary
CHAR_1064,Yiron of Gilgal,,NPC,Fictional,Male,Conquest,Gibeonites,Ordinary,0,Terse,Rare,I keep to my merchant's trade near Gilgal. Finally building a home after all the tents.,Merchant,Gilgal,,Single,,,,,,,(ambient),Archetype,yiron_of_gilgal_pic.png,ancient_cover.png,Ordinary
CHAR_1065,Talya of Shechem,,NPC,Fictional,Female,Conquest,Israelites,Ordinary,0,Terse,Rare,A midwife of Shechem. City after city falls before us.,Midwife,Shechem,,Married,,,,,,,(ambient),Archetype,talya_of_shechem_pic.png,samaria_cover.png,Ordinary
CHAR_1066,Gevan of Hills,,NPC,Fictional,Male,Conquest,Canaanites,Ordinary,0,Terse,Rare,A jar-maker of the Canaan hills. Finally building a home after all the tents.,Jar-maker,the Canaan hills,,Widowed,,,,,,,(ambient),Archetype,gevan_of_hills_pic.png,ancient_cover.png,Ordinary
CHAR_1067,Gader the Mason,,NPC,Fictional,Male,Conquest,Canaanites,Ordinary,0,Terse,Rare,"Mason in the Canaan hills. The old peoples and the new, learning to share the land.",Mason,the Canaan hills,,Married,,,,,,,(ambient),Archetype,gader_the_mason_pic.png,ancient_cover.png,Ordinary
CHAR_1068,Nila the Baker,,NPC,Fictional,Female,Conquest,Gibeonites,Ordinary,0,Terse,Rare,"I keep to my baker's trade near Shiloh. The old peoples and the new, learning to share the land.",Baker,Shiloh,,Married,,,,,,,(ambient),Archetype,nila_the_baker_pic.png,ancient_cover.png,Ordinary
CHAR_1069,Mavor the Camel-driver,,NPC,Fictional,Male,Conquest,Canaanites,Ordinary,0,Terse,Rare,A camel-driver of Shiloh. Finally building a home after all the tents.,Camel-driver,Shiloh,,Married,,,,,,,(ambient),Archetype,mavor_the_camel_driver_pic.png,ancient_cover.png,Ordinary
CHAR_1070,Achiv the Baker,,NPC,Fictional,Male,Conquest,Gibeonites,Ordinary,0,Terse,Rare,Baker in Gilgal. City after city falls before us.,Baker,Gilgal,,Married,,,,,,,(ambient),Archetype,achiv_the_baker_pic.png,ancient_cover.png,Ordinary
CHAR_1071,Olem the Weaver,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,"I keep to my weaver's trade near the Canaan hills. The old peoples and the new, learning to share the land.",Weaver,the Canaan hills,,Widowed,,,,,,,(ambient),Archetype,olem_the_weaver_pic.png,samaria_cover.png,Ordinary
CHAR_1072,Adlon the Potter,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,"I keep to my potter's trade near the Canaan hills. A land of milk and honey, and a great deal of fighting.",Potter,the Canaan hills,,Single,,,,,,,(ambient),Archetype,adlon_the_potter_pic.png,samaria_cover.png,Ordinary
CHAR_1073,Dalit,,NPC,Fictional,Female,Conquest,Israelites,Ordinary,0,Terse,Rare,"A keeper of bees of Shiloh. The old peoples and the new, learning to share the land.",Keeper of bees,Shiloh,,Married,,,,,,,(ambient),Archetype,dalit_pic.png,samaria_cover.png,Ordinary
CHAR_1074,Maddon of Shiloh,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,I keep to my water-carrier's trade near Shiloh. City after city falls before us.,Water-carrier,Shiloh,,Single,,,,,,,(ambient),Archetype,maddon_of_shiloh_pic.png,samaria_cover.png,Ordinary
CHAR_1075,Adram the Tanner,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,I keep to my tanner's trade near Jericho's ruins. City after city falls before us.,Tanner,Jericho's ruins,,Married,,,,,,,(ambient),Archetype,adram_the_tanner_pic.png,samaria_cover.png,Ordinary
CHAR_1076,Hodran of Shiloh,,NPC,Fictional,Male,Conquest,Israelites,Ordinary,0,Terse,Rare,I keep to my trader's trade near Shiloh. We crossed the Jordan on dry ground. I was there.,Trader,Shiloh,,Married,,,,,,,(ambient),Archetype,hodran_of_shiloh_pic.png,samaria_cover.png,Ordinary
